HCP ID,Specality,City,State,Month,Industry Contact,Total Call Data,In Person Call Data,Phone Call Data,Calls with Content,Virtual Data,Email Data
0037494c5414156c29b823af3b2dcb12dc3b1fd9,Neurology,El Paso,TX,2022-01,1,4,3,1,0,0,0
003f4c508608ba9090a407f2acae68dd0891eeae,Neurology,Plano,TX,2022-01,1,5,3,2,3,0,0
0010fcbdcadccce42efe906ab19afa7a0a6465dd,Neurology,Salt Lake City,UT,2022-01,1,1,1,,0,0,0
002bb72e9e0552535b662a18bb6e7ac9a76a6b0e,Primary Care,Virginia Beach,VA,2022-01,1,8,4,4,0,0,0
0010484962e05c68715828a10e285198d791bf1a,Primary Care,Tacoma,WA,2022-01,1,4,4,,0,0,0
0015e2a2aa1a1837238dead25ca27ec91b0a7319,Primary Care,Stevens Point,WI,2022-01,1,2,2,,0,0,0
003a76458684ec2d4bfad066e4510b16c7ed5ec2,Allergy,Niagara,WI,2022-01,1,1,1,,0,0,0
004188f97da2d490f9f7b445ee849bd057f7917c,Allergy,Black River Falls,WI,2022-01,1,1,1,,0,0,0
00331b98024a8096141e5d8ebb8a49a91c51dc58,Allergy,Williamson,WV,2022-01,1,4,2,2,0,0,0
003c5c8407254dd66296277aa295dd83ab82e438,Primary Care,Martinsburg,WV,2022-01,1,2,2,,0,0,0
002dfd552f3aec0d6e68e16dc1c09d54681098d6,Neurology,Hartford,AL,2022-02,1,2,2,,0,0,0
003fce4466397e11c5253e43bd451cc700700042,Neurology,Stuttgart,AR,2022-02,1,3,2,1,0,0,0
0009f61268c603dd7d428a0d96df2be6c5f7a045,Primary Care,Phoenix,AZ,2022-02,1,6,3,3,0,0,0
000dbfeff2d9f2a8d119a94caeb25c3d24e47536,Cardiology,Tempe,AZ,2022-02,1,2,2,,0,0,1
002b5b678cb23d0b40440e77310f7163f733179b,Allergy,Scottsdale,AZ,2022-02,1,6,5,1,0,0,0
0035be110ffa6bb6cec15cf51a25444bd5f3f121,Neurology,Tucson,AZ,2022-02,1,1,1,,0,0,0
0006224dc7b4fd8fd7cc5fb204c4092c1c578dc0,Primary Care,Bakersfield,CA,2022-02,1,3,3,,0,0,0
000c903340389dd90c0b711a9093b939298aa913,Immunology,Fresno,CA,2022-02,1,2,2,,0,0,0
000cda16846c13305954d8302aa21d22df203826,Immunology,Montebello,CA,2022-02,1,2,1,1,1,0,0
0018b14c62ead2de3a9caffbca8e9942e279697f,Neurology,Pasadena,CA,2022-02,1,1,1,,0,0,0
001a81ff40dcf4e341be5cb856f04a2793e7e638,Cardiology,San Jose,CA,2022-02,1,1,1,,1,0,0
001caf4c8396086c396631ccbadaedbee8cf1bf4,Cardiology,Victorville,CA,2022-02,1,1,1,,0,0,0
0011d1e2eeffd68f2e1523466500181bbfa6aab1,Cardiology,Littleton,CO,2022-02,1,1,1,,1,0,0
00174a015d42638f1fd0fa0cbc2810e66c3c5ee9,Cardiology,New Haven,CT,2022-02,1,2,2,,1,0,0
0001e165812a9924ac4a5e6fd92a730f6fb6a57a,Primary Care,Milford,DE,2022-02,1,1,0,1,0,0,0
000e25738049c63b67b07ee2e4dfc14ceef7798e,Primary Care,Palm Beach,FL,2022-02,1,1,1,,0,0,0
001f9dddd362e75270b07c710af0a07d4b5c2918,Cardiology,Jacksonville,FL,2022-02,1,1,1,,1,0,0
003da490962f528394136fa2e2a18983f27b71f3,Cardiology,Pensacola,FL,2022-02,1,4,3,1,0,0,0
004072db1ff376ba931d18173eabdbaa4619104b,Immunology,Maitland,FL,2022-02,1,3,3,,0,0,0
00413d05682f4a1586ed3dde4591f3a27ef5fd44,Primary Care,Ocala,FL,2022-02,1,1,1,,0,0,0
000f85f9264f9f8eb03ced692f8a529610454879,Primary Care,Blue Ridge,GA,2022-02,1,14,12,2,3,0,0
0027a7fd521942b2643ca7901ddce694d5eceda9,Primary Care,Lawrenceville,GA,2022-02,1,3,2,1,0,0,0
00288391ec76c531e81b62f77a5c091e089f3a8d,Primary Care,Tifton,GA,2022-02,1,3,3,,0,0,0
0034c402ee736641b0cf2b6b7a2d0e6bf22fa331,Primary Care,Atlanta,GA,2022-02,1,1,1,,0,0,0
000aacb1dba9c679ef6ecc91b605bce867db8661,Primary Care,Honolulu,HI,2022-02,1,1,1,,0,0,0
000af50b9f1207600eb6f885cad217f2f264be20,Primary Care,Burlington,IA,2022-02,1,5,4,1,1,0,0
00005f6cba778a5fb50b9dec7015f4471253b384,Primary Care,Chicago,IL,2022-02,1,1,1,,0,0,0
000240910cdaa526b6236d42285c86cef7c6b9c8,Primary Care,Bloomington,IL,2022-02,1,4,1,3,0,0,0
0012073fd9277b9f9ac21a34ebf516b09b0de170,Neurology,Pittsfield,IL,2022-02,1,2,2,,0,0,0
002860249d0d4085b8847f7800bb6c380355a08e,Neurology,Indianapolis,IN,2022-02,1,1,1,,1,0,0
00245e14b49967086387b424c5cee4234cb69f5d,Neurology,Wichita,KS,2022-02,1,4,1,3,0,0,0
00196d0a82ae0b5a640d6b76d70d85962546c9bf,Neurology,Ruston,LA,2022-02,1,7,5,2,0,0,0
001bac2d871a14e2e0d0335035a0a6365286b31e,Neurology,Alexandria,LA,2022-02,1,3,3,,0,0,0
0000577f5af6824bccdfc04f2c75bcf7b3a7d270,Cardiology,North Adams,MA,2022-02,1,1,1,,0,0,0
003069a9ff448bc7c7187c9312b94edbb2f81de6,Cardiology,Gardner,MA,2022-02,1,2,1,1,1,0,0
00317a75a16b7bcdb22840e9f75783d2c20ecbdd,Cardiology,Chestnut Hill,MA,2022-02,1,3,3,,0,0,0
00355560b2f1e1bcf23b8f868ac245381bdfb1ef,Cardiology,Randolph,MA,2022-02,1,1,1,,0,0,0
003f70999504ace4d458dc148c6f876a0b41b25c,Cardiology,Charlton,MA,2022-02,1,1,1,,0,0,0
0004e29a437aa6594359e4cbea6e6e6989f2aa6b,Cardiology,Bethesda,MD,2022-02,1,1,1,,0,0,0
001d8ee654002e36a7f4a7c6894a7027e53049b7,Cardiology,Frederick,MD,2022-02,1,3,2,1,0,0,0
000600ad3949350aea9ba15d922aba6b762e2679,Cardiology,Rochester Hills,MI,2022-02,1,5,5,,1,0,0
002210f99e2a72d929a7bbb26565e93a18b6b950,Cardiology,Grand Rapids,MI,2022-02,1,9,6,3,0,0,0
002d787a675ecd0eafc8d880d289da6259590722,Cardiology,Flint,MI,2022-02,1,8,8,,2,0,0
00401c4024f2fa65e7d63a0f8f2c788a15d4648f,Cardiology,Dearborn,MI,2022-02,1,1,1,,0,0,0
001d45e4ed4bf92e3312ae212025f454416ed513,Cardiology,Vadnais Heights,MN,2022-02,NULL,0,0,,0,0,0
002c1ffb5d459b13654456692c9522a34b563947,Cardiology,Lakeville,MN,2022-02,1,0,0,,0,0,1
003c9300e85b6d854a2a1c6438482b3ae7bec9d9,Cardiology,Wabasha,MN,2022-02,1,1,1,,1,0,0
001b4094808b59f38360578b8a4c21adcb2e1b80,Cardiology,Springfield,MO,2022-02,1,1,1,,0,0,0
0020d9dc15dfe13bd0836f8a5ecd04e246508326,Cardiology,Durham,NC,2022-02,1,1,1,,1,0,0
0033b10489bfa081b47b7ba39b88ae59ddb7dcd0,Cardiology,Statesville,NC,2022-02,1,1,1,,0,0,0
0005dd79d2c24ce7008277110d117d287e0098b1,Cardiology,Bismarck,ND,2022-02,1,4,4,,4,0,0
00185911b5e14fe12362130ee4ca5f91725cefe9,Allergy,Holmdel,NJ,2022-02,1,3,2,1,0,0,0
000faec150097885bc53184400f84d14f07e00bc,Allergy,Albuquerque,NM,2022-02,1,1,1,,0,0,0
0010a07e03cc1956efbd65bd2ff1b4c671cd0e5b,Allergy,,NY,2022-02,1,1,1,,0,0,0
0010bfa467b0e5740abe6f9a957a77d8bd309f41,Immunology,Syracuse,NY,2022-02,1,1,1,,0,0,0
000424ee8c3c3e023bce7e9409fe8d7fa8088e4e,Neurology,Delaware,OH,2022-02,1,1,1,,0,0,0
000d2027e7b6289be5b7a9ef4b531e48ab799c30,Neurology,Martins Ferry,OH,2022-02,1,2,2,,0,0,0
0023a0c4cb1d937ffd9c1a7f073383fab913a3e2,Neurology,Portsmouth,OH,2022-02,1,1,1,,0,0,0
003084319f1f9f96f2d53d7c41e2c84b00d2dc0c,Neurology,Cincinnati,OH,2022-02,1,1,1,,0,0,0
00353b331064835a27b989168c1c02c4d93c6bdf,Neurology,Springfield,OH,2022-02,1,1,1,,0,0,0
00106894c97819ba4728d40f3aec09b8c86652f2,Neurology,Oklahoma City,OK,2022-02,1,5,4,1,1,0,0
002182635f07320b68bf1b97fbd8834d2fadfac9,Neurology,Midwest City,OK,2022-02,1,1,1,,0,0,0
00396e46e9413c1c4ab67ef34c768d8249c21b2c,Neurology,Broken Arrow,OK,2022-02,1,1,1,,1,0,0
001f0b71c15f5ba05ad6467002ff30ddc15c9a0a,Neurology,Smithfield,PA,2022-02,1,6,6,,0,0,0
002ee8c6e31679c43aceb99dc36a3b5d160808a9,Neurology,Clearfield,PA,2022-02,1,2,1,1,1,0,0
0024bbcdc3fb7294e2983e2313dcce5b91de948f,Neurology,North Charleston,SC,2022-02,1,1,0,1,0,0,0
002f00e98f9e844a51ad60bb1fc6b413e0e5e479,Neurology,Irmo,SC,2022-02,1,1,1,,0,0,0
0009467729b972ece985670c0e9cb2646062d318,Neurology,Bristol,TN,2022-02,1,5,5,,0,0,0
0024721805f60d623995fe602eac8b738bfd93a8,Neurology,Lawrenceburg,TN,2022-02,1,4,3,1,0,0,0
003a2cc291c162dd529f6558a510bcb359479448,Primary Care,Erwin,TN,2022-02,1,3,3,,0,0,0
00076b9b5335368c03b5d2323db77404ec2f779c,Primary Care,San Antonio,TX,2022-02,1,6,6,,0,0,0
000c5962e46e618fb9095a9a0cb6d84da9810377,Primary Care,Corpus Christi,TX,2022-02,1,2,1,1,0,0,0
002a57022a2a15a1a1017a79175372aa516e48ac,Cardiology,San Antonio,TX,2022-02,1,1,1,,0,0,0
002cc01e08fea7bc5ac8a6d8a62e11c433367eff,Cardiology,Mcallen,TX,2022-02,1,1,1,,0,0,0
002f67a69630e146fb5809b5c918a000fb784de1,Cardiology,Mckinney,TX,2022-02,1,1,1,,0,0,0
003316f32d6e2fc9c14dd204a19816a20ae7ba41,Cardiology,Fulshear,TX,2022-02,1,3,3,,0,0,0
0035cb1872820ad0b7d7a35ec2d742f0bfa54355,Neurology,Waco,TX,2022-02,1,3,3,,0,0,0
0037494c5414156c29b823af3b2dcb12dc3b1fd9,Neurology,El Paso,TX,2022-02,1,2,2,,0,0,0
003f4c508608ba9090a407f2acae68dd0891eeae,Neurology,Plano,TX,2022-02,1,7,3,4,5,0,0
0010fcbdcadccce42efe906ab19afa7a0a6465dd,Neurology,Salt Lake City,UT,2022-02,1,1,1,,0,0,0
002bb72e9e0552535b662a18bb6e7ac9a76a6b0e,Primary Care,Virginia Beach,VA,2022-02,1,7,6,1,0,0,0
0015e2a2aa1a1837238dead25ca27ec91b0a7319,Primary Care,Stevens Point,WI,2022-02,1,7,7,,1,0,0
004188f97da2d490f9f7b445ee849bd057f7917c,Allergy,Black River Falls,WI,2022-02,1,3,3,,0,0,0
00218b5d783a977d3b7bee79daa0f4639f4efd00,Allergy,Martinsburg,WV,2022-02,1,1,0,1,0,0,0
00331b98024a8096141e5d8ebb8a49a91c51dc58,Allergy,Williamson,WV,2022-02,1,5,5,,0,0,0
003c5c8407254dd66296277aa295dd83ab82e438,Primary Care,Martinsburg,WV,2022-02,1,3,3,,0,0,0
003397b221d801e61e4e3bb98589a7fd3ddce7aa,Neurology,Huntsville,AL,2022-02-,1,2,2,,0,0,0
002dfd552f3aec0d6e68e16dc1c09d54681098d6,Neurology,Hartford,AL,2022-03,1,1,1,,0,0,0
003397b221d801e61e4e3bb98589a7fd3ddce7aa,Neurology,Huntsville,AL,2022-03,1,1,1,,0,0,0
003fce4466397e11c5253e43bd451cc700700042,Neurology,Stuttgart,AR,2022-03,1,1,1,,0,0,0
0009f61268c603dd7d428a0d96df2be6c5f7a045,Primary Care,Phoenix,AZ,2022-03,1,4,4,,0,0,0
002b5b678cb23d0b40440e77310f7163f733179b,Allergy,Scottsdale,AZ,2022-03,1,4,4,,0,0,0
0035be110ffa6bb6cec15cf51a25444bd5f3f121,Neurology,Tucson,AZ,2022-03,1,3,2,1,1,0,0
0003f077e0a17af3c520f7e67b20f20a5066997d,immunology,Daly City,CA,2022-03,1,1,1,,0,0,0
0006224dc7b4fd8fd7cc5fb204c4092c1c578dc0,Primary Care,Bakersfield,ca,2022-03,1,2,2,,0,0,0
000c903340389dd90c0b711a9093b939298aa913,Immunology,Fresno,CA,2022-03,1,1,1,,0,0,0
000cda16846c13305954d8302aa21d22df203826,Immunology,Montebello,CA,2022-03,1,2,2,,0,0,0
000e25738049c63b67b07ee2e4dfc14ceef7798e,Primary Care,Palm Beach,FL,2022-03,1,1,1,,0,0,0
001cefa36c8cba7648f047ec63dbd6263d63f958,Cardiology,Tallahassee,FL,2022-03,1,1,1,,0,0,0
003da490962f528394136fa2e2a18983f27b71f3,Cardiology,Pensacola,FL,2022-03,1,5,4,1,0,0,0
003e0f46d879f8e0c269cd35ad02f9b98b6c4db1,Immunology,Fort Lauderdale,FL,2022-03,1,1,1,,0,0,0
004072db1ff376ba931d18173eabdbaa4619104b,Immunology,Maitland,FL,2022-03,1,3,3,,0,0,0
000f85f9264f9f8eb03ced692f8a529610454879,Primary Care,Blue Ridge,GA,2022-03,1,9,8,1,3,0,0
00288391ec76c531e81b62f77a5c091e089f3a8d,Primary Care,Tifton,GA,2022-03,1,2,2,,0,0,0
000aacb1dba9c679ef6ecc91b605bce867db8661,Primary Care,Honolulu,HI,2022-03,1,5,5,,0,0,0
000af50b9f1207600eb6f885cad217f2f264be20,Primary Care,Burlington,IA,2022-03,1,3,3,,1,0,0
00005f6cba778a5fb50b9dec7015f4471253b384,Primary Care,Chicago,IL,2022-03,1,1,1,,0,0,0
000240910cdaa526b6236d42285c86cef7c6b9c8,Primary Care,Bloomington,IL,2022-03,1,2,1,1,0,0,0
002860249d0d4085b8847f7800bb6c380355a08e,Neurology,Indianapolis,IN,2022-03,1,1,1,,1,0,0
00245e14b49967086387b424c5cee4234cb69f5d,Neurology,Wichita,KS,2022-03,1,6,3,3,0,0,0
00196d0a82ae0b5a640d6b76d70d85962546c9bf,Neurology,Ruston,LA,2022-03,1,5,4,1,0,0,0
001bac2d871a14e2e0d0335035a0a6365286b31e,Neurology,Alexandria,LA,2022-03,1,2,2,,0,0,0
0000577f5af6824bccdfc04f2c75bcf7b3a7d270,Cardiology,North Adams,MA,2022-03,1,1,1,,0,0,0
003069a9ff448bc7c7187c9312b94edbb2f81de6,Cardiology,Gardner,MA,2022-03,1,4,4,,0,0,0
00317a75a16b7bcdb22840e9f75783d2c20ecbdd,Cardiology,Chestnut Hill,MA,2022-03,1,1,1,,0,0,0
003f70999504ace4d458dc148c6f876a0b41b25c,Cardiology,Charlton,MA,2022-03,1,1,1,,0,0,0
003fec5b104fd30ead9ec9d25c9f02287e0a64bf,Cardiology,North Chelmsford,MA,2022-03,1,1,1,,1,0,0
001d8ee654002e36a7f4a7c6894a7027e53049b7,Cardiology,Frederick,MD,2022-03,1,5,2,3,0,0,0
0039e0970ee17dcb5fde36c8d0926920f1213d53,Cardiology,Frederick,MD,2022-03,1,1,1,,0,0,0
000600ad3949350aea9ba15d922aba6b762e2679,Cardiology,Rochester Hills,MI,2022-03,1,3,2,1,1,0,0
002210f99e2a72d929a7bbb26565e93a18b6b950,Cardiology,Grand Rapids,MI,2022-03,1,6,5,1,0,0,0
002d787a675ecd0eafc8d880d289da6259590722,Cardiology,Flint,MI,2022-03,1,3,3,,0,0,0
001d45e4ed4bf92e3312ae212025f454416ed513,Cardiology,Vadnais Heights,MN,2022-03,1,1,1,,0,0,0
0020d9dc15dfe13bd0836f8a5ecd04e246508326,Cardiology,Durham,NC,2022-03,1,2,2,,1,0,0
0005dd79d2c24ce7008277110d117d287e0098b1,Cardiology,Bismarck,ND,2022-03,1,4,4,,3,0,0
00185911b5e14fe12362130ee4ca5f91725cefe9,Allergy,Holmdel,NJ,2022-03,1,3,2,1,0,0,0
000ae824f58d601974326fd6a5707aa792751c03,Allergy,Rochester,NY,2022-03,NULL,0,0,,0,0,0
0010a07e03cc1956efbd65bd2ff1b4c671cd0e5b,Allergy,Buffalo,NY,2022-03,1,1,1,,0,0,0
000d2027e7b6289be5b7a9ef4b531e48ab799c30,Neurology,Martins Ferry,OH,2022-03,1,2,2,,0,0,0
00353b331064835a27b989168c1c02c4d93c6bdf,Neurology,Springfield,OH,2022-03,1,3,3,,0,0,0
00106894c97819ba4728d40f3aec09b8c86652f2,Neurology,Oklahoma City,OK,2022-03,1,4,4,,0,0,0
00396e46e9413c1c4ab67ef34c768d8249c21b2c,Neurology,Broken Arrow,OK,2022-03,1,1,1,,0,0,0
000451f5877e0408ab244695835b692919c65c01,Neurology,Irwin,PA,2022-03,1,3,3,,0,0,0
001a2a2ee3144ef1190e64d5d23ae8865408fc86,Neurology,Wexford,PA,2022-03,1,1,1,,0,0,0
001f0b71c15f5ba05ad6467002ff30ddc15c9a0a,Neurology,Smithfield,PA,2022-03,1,4,4,,1,0,0
002ee8c6e31679c43aceb99dc36a3b5d160808a9,Neurology,Clearfield,PA,2022-03,1,1,1,,0,0,0
0009467729b972ece985670c0e9cb2646062d318,Neurology,Bristol,TN,2022-03,1,5,5,,1,0,0
0023fb666b1f1ba58c60c08c3a3def127709dfc0,Neurology,Smyrna,TN,2022-03,1,1,1,,0,0,0
0024721805f60d623995fe602eac8b738bfd93a8,Neurology,Lawrenceburg,TN,2022-03,1,1,0,1,0,0,0
003a2cc291c162dd529f6558a510bcb359479448,Primary Care,Erwin,TN,2022-03,1,2,2,,1,0,0
00076b9b5335368c03b5d2323db77404ec2f779c,Primary Care,San Antonio,TX,2022-03,1,6,6,,0,0,0
000c5962e46e618fb9095a9a0cb6d84da9810377,Primary Care,Corpus Christi,TX,2022-03,1,4,2,1,0,1,0
002cc01e08fea7bc5ac8a6d8a62e11c433367eff,Cardiology,Mcallen,TX,2022-03,1,1,1,,0,0,0
002f67a69630e146fb5809b5c918a000fb784de1,Cardiology,Mckinney,TX,2022-03,1,1,1,,0,0,0
